applicant_id,name,consistency,social_trust,location_stability,months_at_address,monthly_sequence,social_references,label
9742,Sara Ramachandran,0.95,0.28,98,86,"[{""recharge_amount"": 785, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 2101}, {""recharge_amount"": 792, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 2118}, {""recharge_amount"": 760, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 2033}, {""recharge_amount"": 788, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 2108}, {""recharge_amount"": 776, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 2076}, {""recharge_amount"": 774, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 2071}, {""recharge_amount"": 765, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 2046}, {""recharge_amount"": 778, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 2081}, {""recharge_amount"": 751, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 2009}, {""recharge_amount"": 782, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 2091}, {""recharge_amount"": 807, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 2160}, {""recharge_amount"": 767, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 2052}]","[{""relationship_type"": ""employer"", ""trust_score"": 0.44}, {""relationship_type"": ""employer"", ""trust_score"": 0.33}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.24}]",1
9743,Dhanush Mangal,0.68,0.61,52,120,"[{""recharge_amount"": 1048, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 10370}, {""recharge_amount"": 1262, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 12488}, {""recharge_amount"": 989, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 9784}, {""recharge_amount"": 731, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 7232}, {""recharge_amount"": 1131, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 11187}, {""recharge_amount"": 1270, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 12564}, {""recharge_amount"": 994, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 9834}, {""recharge_amount"": 951, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 9406}, {""recharge_amount"": 1192, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 11797}, {""recharge_amount"": 924, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 9146}, {""recharge_amount"": 848, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 8394}, {""recharge_amount"": 857, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 8479}]","[{""relationship_type"": ""employer"", ""trust_score"": 0.72}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.57}]",1
9744,Chirag Sha,0.9,0.77,48,101,"[{""recharge_amount"": 313, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 2325}, {""recharge_amount"": 355, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 2637}, {""recharge_amount"": 348, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 2583}, {""recharge_amount"": 313, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 2322}, {""recharge_amount"": 316, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 2344}, {""recharge_amount"": 333, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 2472}, {""recharge_amount"": 303, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 2245}, {""recharge_amount"": 308, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 2283}, {""recharge_amount"": 298, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 2208}, {""recharge_amount"": 297, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 2204}, {""recharge_amount"": 332, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 2460}, {""recharge_amount"": 312, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 2314}]","[{""relationship_type"": ""employer"", ""trust_score"": 0.74}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.61}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.85}]",1
9745,Kimaya Sarraf,0.87,0.46,90,46,"[{""recharge_amount"": 237, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 3263}, {""recharge_amount"": 263, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 3625}, {""recharge_amount"": 232, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 3197}, {""recharge_amount"": 277, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 3817}, {""recharge_amount"": 252, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 3467}, {""recharge_amount"": 258, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 3546}, {""recharge_amount"": 233, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 3210}, {""recharge_amount"": 292, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 4019}, {""recharge_amount"": 253, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 3477}, {""recharge_amount"": 231, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 3183}, {""recharge_amount"": 236, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 3243}, {""recharge_amount"": 229, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 3147}]","[{""relationship_type"": ""neighbor"", ""trust_score"": 0.42}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.32}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.6}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.59}]",1
9746,Biju Kuruvilla,0.43,0.26,69,47,"[{""recharge_amount"": 494, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 1777}, {""recharge_amount"": 932, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 3353}, {""recharge_amount"": 915, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 3292}, {""recharge_amount"": 1202, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 4323}, {""recharge_amount"": 717, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 2579}, {""recharge_amount"": 828, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 2978}, {""recharge_amount"": 792, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 2847}, {""recharge_amount"": 1106, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 3978}, {""recharge_amount"": 754, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 2712}, {""recharge_amount"": 644, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 2316}, {""recharge_amount"": 1126, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 4049}, {""recharge_amount"": 536, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 1929}]","[{""relationship_type"": ""neighbor"", ""trust_score"": 0.28}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.27}]",0
9747,Aarush Kapadia,0.46,0.53,56,73,"[{""recharge_amount"": 116, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 1710}, {""recharge_amount"": 323, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 4761}, {""recharge_amount"": 283, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 4173}, {""recharge_amount"": 219, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 3226}, {""recharge_amount"": 124, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 1821}, {""recharge_amount"": 215, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 3167}, {""recharge_amount"": 134, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 1976}, {""recharge_amount"": 314, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 4623}, {""recharge_amount"": 151, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 2222}, {""recharge_amount"": 273, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 4031}, {""recharge_amount"": 291, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 4283}, {""recharge_amount"": 170, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 2502}]","[{""relationship_type"": ""neighbor"", ""trust_score"": 0.47}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.58}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.58}]",1
9748,Drishya Kata,0.78,0.06,69,13,"[{""recharge_amount"": 998, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 4803}, {""recharge_amount"": 948, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 4562}, {""recharge_amount"": 859, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 4133}, {""recharge_amount"": 1178, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 5666}, {""recharge_amount"": 975, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 4692}, {""recharge_amount"": 779, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 3747}, {""recharge_amount"": 1131, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 5442}, {""recharge_amount"": 981, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 4719}, {""recharge_amount"": 813, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 3913}, {""recharge_amount"": 1022, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 4916}, {""recharge_amount"": 920, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 4428}, {""recharge_amount"": 956, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 4601}]","[{""relationship_type"": ""guarantor"", ""trust_score"": 0.22}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.12}]",0
9749,Faiyaz Sampath,0.45,0.36,86,73,"[{""recharge_amount"": 123, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 3299}, {""recharge_amount"": 172, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 4605}, {""recharge_amount"": 239, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 6400}, {""recharge_amount"": 85, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 2273}, {""recharge_amount"": 206, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 5539}, {""recharge_amount"": 200, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 5364}, {""recharge_amount"": 161, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 4325}, {""recharge_amount"": 103, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 2776}, {""recharge_amount"": 142, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 3810}, {""recharge_amount"": 108, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 2902}, {""recharge_amount"": 78, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 2080}, {""recharge_amount"": 184, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 4947}]","[{""relationship_type"": ""neighbor"", ""trust_score"": 0.18}, {""relationship_type"": ""employer"", ""trust_score"": 0.24}]",1
9750,Saanvi Gole,0.55,0.2,36,34,"[{""recharge_amount"": 597, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 4708}, {""recharge_amount"": 373, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 2944}, {""recharge_amount"": 457, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 3603}, {""recharge_amount"": 363, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 2860}, {""recharge_amount"": 488, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 3848}, {""recharge_amount"": 259, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 2041}, {""recharge_amount"": 496, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 3915}, {""recharge_amount"": 302, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 2381}, {""recharge_amount"": 302, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 2382}, {""recharge_amount"": 336, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 2647}, {""recharge_amount"": 342, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 2699}, {""recharge_amount"": 474, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 3739}]","[{""relationship_type"": ""neighbor"", ""trust_score"": 0.33}, {""relationship_type"": ""employer"", ""trust_score"": 0.17}]",0
9751,Aaryahi Kapadia,0.5,0.58,88,85,"[{""recharge_amount"": 479, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 7972}, {""recharge_amount"": 583, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 9698}, {""recharge_amount"": 301, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 5011}, {""recharge_amount"": 425, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 7072}, {""recharge_amount"": 641, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 10651}, {""recharge_amount"": 412, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 6853}, {""recharge_amount"": 303, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 5038}, {""recharge_amount"": 606, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 10075}, {""recharge_amount"": 625, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 10389}, {""recharge_amount"": 634, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 10546}, {""recharge_amount"": 333, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 5531}, {""recharge_amount"": 374, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 6218}]","[{""relationship_type"": ""neighbor"", ""trust_score"": 0.64}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.72}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.73}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.66}]",1
9752,Romil Khosla,0.53,0.04,47,9,"[{""recharge_amount"": 244, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 10757}, {""recharge_amount"": 114, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 5023}, {""recharge_amount"": 131, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 5774}, {""recharge_amount"": 119, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 5244}, {""recharge_amount"": 266, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 11740}, {""recharge_amount"": 198, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 8752}, {""recharge_amount"": 255, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 11260}, {""recharge_amount"": 218, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 9606}, {""recharge_amount"": 240, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 10573}, {""recharge_amount"": 122, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 5399}, {""recharge_amount"": 142, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 6241}, {""recharge_amount"": 271, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 11946}]","[{""relationship_type"": ""employer"", ""trust_score"": -0.0}, {""relationship_type"": ""employer"", ""trust_score"": 0.01}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.09}, {""relationship_type"": ""guarantor"", ""trust_score"": -0.1}]",0
9753,Trisha Tella,0.82,0.47,30,60,"[{""recharge_amount"": 830, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 4082}, {""recharge_amount"": 822, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 4040}, {""recharge_amount"": 1006, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 4944}, {""recharge_amount"": 881, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 4332}, {""recharge_amount"": 985, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 4840}, {""recharge_amount"": 1071, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 5263}, {""recharge_amount"": 1099, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 5402}, {""recharge_amount"": 904, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 4444}, {""recharge_amount"": 821, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 4038}, {""recharge_amount"": 1004, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 4934}, {""recharge_amount"": 1106, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 5436}, {""recharge_amount"": 883, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 4341}]","[{""relationship_type"": ""neighbor"", ""trust_score"": 0.48}, {""relationship_type"": ""employer"", ""trust_score"": 0.63}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.36}]",1
9754,Aaryahi Chand,0.52,0.64,22,54,"[{""recharge_amount"": 552, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 1951}, {""recharge_amount"": 794, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 2810}, {""recharge_amount"": 486, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 1720}, {""recharge_amount"": 763, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 2698}, {""recharge_amount"": 489, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 1731}, {""recharge_amount"": 1287, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 4553}, {""recharge_amount"": 775, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 2741}, {""recharge_amount"": 478, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 1692}, {""recharge_amount"": 1108, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 3920}, {""recharge_amount"": 990, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 3501}, {""recharge_amount"": 529, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 1873}, {""recharge_amount"": 1010, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 3573}]","[{""relationship_type"": ""guarantor"", ""trust_score"": 0.6}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.62}]",0
9755,Kartik Gulati,0.61,0.7,67,109,"[{""recharge_amount"": 852, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 5737}, {""recharge_amount"": 648, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 4364}, {""recharge_amount"": 761, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 5120}, {""recharge_amount"": 911, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 6136}, {""recharge_amount"": 1021, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 6872}, {""recharge_amount"": 753, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 5069}, {""recharge_amount"": 766, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 5156}, {""recharge_amount"": 1042, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 7016}, {""recharge_amount"": 573, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 3859}, {""recharge_amount"": 860, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 5790}, {""recharge_amount"": 559, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 3763}, {""recharge_amount"": 765, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 5153}]","[{""relationship_type"": ""employer"", ""trust_score"": 0.81}, {""relationship_type"": ""employer"", ""trust_score"": 0.62}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.62}]",1
